page	ayah	ar	en	bn	surah	root
329	85	وَذَا	and DhulKifl	ও	21	ذو
329	85	ٱلۡكِفۡلِۖ	and DhulKifl	যুলকিফ্‌লকে	21	كفل
329	85	كُلّٞ	all	প্রত্যেকে (ছিলো)	21	كلل
329	85	مِّنَ	(were) of	অন্তর্ভুক্ত	21	من
329	85	ٱلصَّٰبِرِينَ	the patient ones	ধৈর্যশীলদের	21	صبر
329	86	وَأَدۡخَلۡنَٰهُمۡ	And We admitted them	এবং তাদেরকে আমরা প্রবেশ করিয়েছি	21	دخل
329	86	فِي	in	মধ্যে	21	في
329	86	رَحۡمَتِنَآۖ	Our Mercy	আমাদের অনুগ্রহের	21	رحم
329	86	إِنَّهُم	Indeed they	নিশ্চয়ই তারা (ছিলো)	21	انن
329	86	مِّنَ	(were) of	অন্তর্ভুক্ত	21	من
329	86	ٱلصَّٰلِحِينَ	the righteous	সৎকর্মশীলদের	21	صلح
329	87	وَذَا	And DhunNun	আর অধিকারী	21	ذو
329	87	ٱلنُّونِ	And DhunNun	মাছের (স্মরণ করো)	21	نون
329	87	إِذ	when	যখন	21	اذ
329	87	ذَّهَبَ	he went	চলে গিয়েছিলো	21	ذهب
329	87	مُغَٰضِبٗا	(while) angry	রাগ করে	21	غضب
329	87	فَظَنَّ	and thought	অতঃপর মনে করেছিলো	21	ظنن
329	87	أَن	that	যে	21	ان
329	87	لَّن	never	না	21	لن
329	87	نَّقۡدِرَ	We would decree	ধড়-পাকড় করতে পারবো	21	قدر
329	87	عَلَيۡهِ	upon him	তার উপর	21	علي
329	87	فَنَادَىٰ	Then he called	অতঃপর সে ডেকেছিলো	21	ندي
329	87	فِي	in	মধ্যে	21	في
329	87	ٱلظُّلُمَٰتِ	the darkness(es)	অন্ধকারের	21	ظلم
329	87	أَن	that	যে	21	ان
329	87	لَّآ	(There is) no	"""নেই"	21	لا
329	87	إِلَٰهَ	god	কোন ইলাহ	21	اله
329	87	إِلَّآ	except	ছাড়া	21	اللا
329	87	أَنتَ	You	তুমি	21	انت
329	87	سُبۡحَٰنَكَ	Glory be to You!	তুমি পবিত্র মহান	21	سبح
329	87	إِنِّي	Indeed [I]	নিশ্চয়ই আমি	21	انن
329	87	كُنتُ	I am	ছিলাম	21	كون
329	87	مِنَ	of	অন্তর্ভুক্ত	21	من
329	87	ٱلظَّٰلِمِينَ	the wrongdoers	"সীমালঙ্ঘনকারীদের"""	21	ظلم
329	88	فَٱسۡتَجَبۡنَا	So We responded	তখন আমরা সাড়া দিলাম	21	جوب
329	88	لَهُۥ	to him	তার ডাকে	21	ل
329	88	وَنَجَّيۡنَٰهُ	and We saved him	এবং তাকে আমরা উদ্ধার করেছিলাম	21	نجو
329	88	مِنَ	from	হ'তে	21	من
329	88	ٱلۡغَمِّۚ	the distress	দুশ্চিন্তা	21	غمم
329	88	وَكَذَٰلِكَ	And thus	এরূপেই	21	ذلك
329	88	نُـۨجِي	We save	উদ্ধার করি আমরা	21
329	88	ٱلۡمُؤۡمِنِينَ	the believers	মু'মিনদেরকে	21	امن
329	89	وَزَكَرِيَّآ	And Zakariya	এবং যাকারিয়াকে (স্মরণ করো)	21	زكر
329	89	إِذۡ	when	যখন	21	اذ
329	89	نَادَىٰ	he called	সে ডেকেছিলো	21	ندي
329	89	رَبَّهُۥ	(to) his Lord	তার রবকে	21	ربب
329	89	رَبِّ	My Lord!	"""হে আমার রব"	21	ربب
329	89	لَا	(Do) not	না	21	لا
329	89	تَذَرۡنِي	leave me	আমাকে ছেড়ো	21	وذر
329	89	فَرۡدٗا	alone	একাকী	21	فرد
329	89	وَأَنتَ	while You	এবং তুমি	21	انت
329	89	خَيۡرُ	(are) [the] Best	উত্তম	21	خير
329	89	ٱلۡوَٰرِثِينَ	(of) the inheritors	"উত্তরাধিকারীদের"""	21	ورث
329	90	فَٱسۡتَجَبۡنَا	So We responded	তখন আমরা সাড়া দিয়েছিলাম	21	جوب
329	90	لَهُۥ	to him	তার ডাকে	21	ل
329	90	وَوَهَبۡنَا	and We bestowed	ও আমরা দিয়েছিলাম	21	وهب
329	90	لَهُۥ	on him	তার জন্যে	21	ل
329	90	يَحۡيَىٰ	Yahya	ইয়াহইয়াকে	21	حيي
329	90	وَأَصۡلَحۡنَا	and We cured	আমরা উপযোগী করে দিয়েছিলাম	21	صلح
329	90	لَهُۥ	for him	জন্যে তা	21	ل
329	90	زَوۡجَهُۥٓۚ	his wife	তার স্ত্রীকে	21	زوج
329	90	إِنَّهُمۡ	Indeed they	নিশ্চয়ই তারা	21	انن
329	90	كَانُواْ	used (to)	তারা ছিলো	21	كون
329	90	يُسَٰرِعُونَ	hasten	প্রাণপণ চেষ্টা করতো	21	سرع
329	90	فِي	in	ব্যাপারে	21	في
329	90	ٱلۡخَيۡرَٰتِ	good deeds	সৎকাজসমূহের	21	خير
329	90	وَيَدۡعُونَنَا	and they supplicate to Us	এবং আমাদেরকে ডাকতো	21	دعو
329	90	رَغَبٗا	(in) hope	আগ্রহ	21	رغب
329	90	وَرَهَبٗاۖ	and fear	ও ভয়ের সাথে	21	رهب
329	90	وَكَانُواْ	and they were	এবং তারা ছিলো	21	كون
329	90	لَنَا	to Us	কাছে আমাদের	21	ل
329	90	خَٰشِعِينَ	humbly submissive	ভীত অবনত	21	خشع
330	91	وَٱلَّتِيٓ	And she who	এবং (স্মরণ করো) (মারইয়ামকে) যে	21	اللت
330	91	أَحۡصَنَتۡ	guarded	রক্ষা করেছিলো	21	حصن
330	91	فَرۡجَهَا	her chastity	তার সতীত্বকে	21	فرج
330	91	فَنَفَخۡنَا	so We breathed	অতঃপর আমরা ফুঁকে দিলাম	21	نفخ
330	91	فِيهَا	into her	তার মধ্যে	21	في
330	91	مِن	of	থেকে	21	من
330	91	رُّوحِنَا	Our Spirit	আমাদের রূহ	21	روح
330	91	وَجَعَلۡنَٰهَا	and We made her	এবং তাকে বানিয়েছিলাম	21	جعل
330	91	وَٱبۡنَهَآ	and her son	ও তার পুত্রকে	21	بنو
330	91	ءَايَةٗ	a sign	একটি নিদর্শন	21	ايا
330	91	لِّلۡعَٰلَمِينَ	for the worlds	জন্যে বিশ্ববাসীদের	21	علم
330	92	إِنَّ	Indeed	নিশ্চয়ই	21	انن
330	92	هَٰذِهِۦٓ	this	এই যে	21	هاذ
330	92	أُمَّتُكُمۡ	(is) your religion 	তোমাদের জাতি	21	امم
330	92	أُمَّةٗ	religion	জাতি (প্রকৃতপক্ষে)	21	امم
330	92	وَٰحِدَةٗ	one	একই	21	وحد
330	92	وَأَنَا۠	and I Am	এবং আমি	21	انا
330	92	رَبُّكُمۡ	your Lord	তোমাদের রব	21	ربب
330	92	فَٱعۡبُدُونِ	so worship Me	সুতরাং তোমরা আমারই ইবাদাত করো	21	عبد
330	93	وَتَقَطَّعُوٓاْ	But they cut off	কিন্তু তারা টুকরা টুকরা করে ফেললো	21	قطع
330	93	أَمۡرَهُم	their affair	তাদের কার্যকলাপ (দ্বীন)	21	امر
330	93	بَيۡنَهُمۡۖ	among themselves	তাদের মাঝে	21	بين
330	93	كُلٌّ	all	প্রত্যেককে	21	كلل
330	93	إِلَيۡنَا	to Us	আমাদের দিকেই	21	الي
330	93	رَٰجِعُونَ	(will) return	প্রত্যাবর্তনকারী	21	رجع
330	94	فَمَن	Then whoever	তবে যে	21	من
330	94	يَعۡمَلۡ	does	কাজ করবে	21	عمل
330	94	مِنَ	[of]	থেকে	21	من
330	94	ٱلصَّٰلِحَٰتِ	[the] righteous deeds	সৎকাজসমূহের	21	صلح
330	94	وَهُوَ	while he	এ অবস্থায় যে সে	21	هو
330	94	مُؤۡمِنٞ	(is) a believer	মু'মিনও (হবে)	21	امن
330	94	فَلَا	then not	তখন না	21	لا
330	94	كُفۡرَانَ	(will be) rejected	অগ্রাহ্য হবে (তার কাজ)	21	كفر
330	94	لِسَعۡيِهِۦ	[of] his effort	জন্যে তার প্রচেষ্টার	21	سعي
330	94	وَإِنَّا	And indeed We	এবং নিশ্চয়ই আমরা	21	انن
330	94	لَهُۥ	of it	জন্যে তার	21	ل
330	94	كَٰتِبُونَ	(are) Recorders	লেখক (অর্থাৎ লিখে রাখি)	21	كتب
330	95	وَحَرَٰمٌ	And (there is) prohibition	এবং (প্রত্যাবর্তন) নিষিদ্ধ	21	حرم
330	95	عَلَىٰ	upon	জন্য	21	علي
330	95	قَرۡيَةٍ	a city	কোন জনপদের	21	قري
330	95	أَهۡلَكۡنَٰهَآ	which We have destroyed	আমরা ধ্বংস করেছি তাকে	21	هلك
330	95	أَنَّهُمۡ	that they	তারা যে	21	انن
330	95	لَا	not	না	21	لا
330	95	يَرۡجِعُونَ	will return	ফিরে আসতে পারবে	21	رجع
330	96	حَتَّىٰٓ	Until	এমনকি	21	حتتي
330	96	إِذَا	when	যখন	21	اذا
330	96	فُتِحَتۡ	has been opened	খুলে দেয়া হবে	21	فتح
330	96	يَأۡجُوجُ	(for) the Yajuj	ইয়াজুজ	21	يجج
330	96	وَمَأۡجُوجُ	and Majuj	ও মাজুজকে	21	مجج
330	96	وَهُم	and they	এবং তারা	21	هم
330	96	مِّن	from	হ'তে	21	من
330	96	كُلِّ	every	প্রত্যেক	21	كلل
330	96	حَدَبٖ	elevation	উচ্চভূমি	21	حدب
330	96	يَنسِلُونَ	descend	ছুটে আসবে	21	نسل
330	97	وَٱقۡتَرَبَ	And has approached	এবং নিকটবর্তী হবে	21	قرب
330	97	ٱلۡوَعۡدُ	the promise	প্রতিশ্রুতি (ক্বিয়ামাতের)	21	وعد
330	97	ٱلۡحَقُّ	[the] true	সত্য	21	حقق
330	97	فَإِذَا	then behold	অতঃপর যখন	21	اذا
330	97	هِيَ	[it]	তা	21	هي
330	97	شَٰخِصَةٌ	(are) staring	বিস্ফোরিত হবে	21	شخص
330	97	أَبۡصَٰرُ	(the) eyes	চোখগুলো	21	بصر
330	97	ٱلَّذِينَ	(of) those who	(তাদের) যারা	21	اللذ
330	97	كَفَرُواْ	disbelieved	অস্বীকার করেছিলো	21	كفر
330	97	يَٰوَيۡلَنَا	O woe to us!	"""(এবং বলবে) হায় আমাদের দুর্ভোগ"	21	ويل
330	97	قَدۡ	Verily	নিশ্চয়ই	21	قد
330	97	كُنَّا	we had been	আমরা ছিলাম	21	كون
330	97	فِي	in	মধ্যে	21	في
330	97	غَفۡلَةٖ	heedlessness	উদাসীনতার	21	غفل
330	97	مِّنۡ	of	সম্পর্কে	21	من
330	97	هَٰذَا	this	এটা	21	هاذ
330	97	بَلۡ	nay	বরং	21	بل
330	97	كُنَّا	we were	আমরা ছিলাম	21	كون
330	97	ظَٰلِمِينَ	wrongdoers	"সীমালঙ্ঘনকারী"""	21	ظلم
330	98	إِنَّكُمۡ	Indeed you	নিশ্চয়ই তোমরা	21	انن
330	98	وَمَا	and what	ও যাদের	21	ما
330	98	تَعۡبُدُونَ	you worship	তোমরা ইবাদাত করতে	21	عبد
330	98	مِن	besides Allah	মধ্য হতে	21	من
330	98	دُونِ	besides Allah	ছাড়া	21	دون
330	98	ٱللَّهِ	besides Allah	আল্লাহ	21	اله
330	98	حَصَبُ	(are) firewood	ইন্ধন (হবে)	21	حصب
330	98	جَهَنَّمَ	(of) Hell	জাহান্নামের	21	جهنم
330	98	أَنتُمۡ	You	তোমরা	21	انتم
330	98	لَهَا	to it	জন্যে তার	21	ل
330	98	وَٰرِدُونَ	will come	প্রবেশকারী (হবে)	21	ورد
330	99	لَوۡ	If	যদি	21	لو
330	99	كَانَ	were	হতো	21	كون
330	99	هَٰٓؤُلَآءِ	these	এসব	21	اولا
330	99	ءَالِهَةٗ	gods	উপাস্য	21	اله
330	99	مَّا	not	(তাহ'লে) না	21	ما
330	99	وَرَدُوهَاۖ	they (would) have come to it	তাতে প্রবেশ করতো	21	ورد
330	99	وَكُلّٞ	And all	এবং প্রত্যেকে	21	كلل
330	99	فِيهَا	therein	তার মধ্যে	21	في
330	99	خَٰلِدُونَ	will abide forever	স্থায়ী হবে	21	خلد
330	100	لَهُمۡ	For them	জন্যে তাদের	21	ل
330	100	فِيهَا	therein	তার মধ্যে থাকবে	21	في
330	100	زَفِيرٞ	(is) sighing	কান ফাটা আর্তনাদ	21	زفر
330	100	وَهُمۡ	and they	কিন্তু তারা	21	هم
330	100	فِيهَا	therein	তার মধ্যে	21	في
330	100	لَا	not	না	21	لا
330	100	يَسۡمَعُونَ	will hear	শুনতে পাবে (কিছুই)	21	سمع
330	101	إِنَّ	Indeed	নিশ্চয়ই	21	انن
330	101	ٱلَّذِينَ	those	যাদের (জন্যে)	21	اللذ
330	101	سَبَقَتۡ	has gone forth	পূর্বেই নির্ধারিত হয়েছিলো	21	سبق
330	101	لَهُم	for them	জন্যে তাদের	21	ل
330	101	مِّنَّا	from Us	আমাদের থেকে	21	من
330	101	ٱلۡحُسۡنَىٰٓ	the good	কল্যাণ	21	حسن
330	101	أُوْلَٰٓئِكَ	those	ঐসব লোককে	21	اولا
330	101	عَنۡهَا	from it	থেকে তা	21	عن
330	101	مُبۡعَدُونَ	(will be) removed far	দূরে রাখা হবে	21	بعد
331	102	لَا	Not	না	21	لا
331	102	يَسۡمَعُونَ	they will hear	তারা শুনতে পাবে	21	سمع
331	102	حَسِيسَهَاۖ	(the) slightest sound of it	তার ক্ষীণতম শব্দও	21	حسس
331	102	وَهُمۡ	and they	আর তারা (হবে)	21	هم
331	102	فِي	in	মধ্যে	21	في
331	102	مَا	what	যা	21	ما
331	102	ٱشۡتَهَتۡ	desire	চাইবে	21	شهو
331	102	أَنفُسُهُمۡ	their souls	তাদের মন	21	نفس
331	102	خَٰلِدُونَ	will abide forever	তারা স্থায়ী হবে	21	خلد
331	103	لَا	Not	না	21	لا
331	103	يَحۡزُنُهُمُ	will grieve them	তাদেরকে চিন্তিত করবে	21	حزن
331	103	ٱلۡفَزَعُ	the terror	ভয়	21	فزع
331	103	ٱلۡأَكۡبَرُ	[the] greatest	মহা	21	كبر
331	103	وَتَتَلَقَّىٰهُمُ	and will meet them	এবং তাদেরকে অভ্যর্থনা করবে	21	لقي
331	103	ٱلۡمَلَٰٓئِكَةُ	the Angels	ফেরেশতারা	21	ملك
331	103	هَٰذَا	This	"""এই"	21	هاذ
331	103	يَوۡمُكُمُ	(is) your Day	তোমাদের দিন	21	يوم
331	103	ٱلَّذِي	which	সেই (যারা)	21	اللذ
331	103	كُنتُمۡ	you were	তোমরা ছিলে	21	كون
331	103	تُوعَدُونَ	promised	"প্রতিশ্রুতি দেয়া হয়েছিলো"""	21	وعد
331	104	يَوۡمَ	(The) Day	সেদিন	21	يوم
331	104	نَطۡوِي	We will fold	গুটিয়ে ফেলবো আমরা	21	طوي
